NomenclatureCode,Nomenclature,ProductGroup,ProductGroupDescription,ProductCode,ProductDescription
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71021,"Shelled or unshelled peas, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71022,"Shelled or unshelled beans, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71029,"Leguminous vegetables, shelled or unshelled, fr"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71030,"Spinach, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71040,"Sweet corn, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71080,"Vegetables, frozen, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71090,"Mixtures of vegetables, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71410,"Manioc, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71420,"Sweet potatoes, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,71490,"Roots and tubers with high starch content, fres"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80110,"Coconuts, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80120,"Brazil nuts, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80130,"Cashew nuts, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,0801AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80211,"Almonds in shell, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80212,"Almonds without shells, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80221,"Hazlenuts in shell, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80222,"Hazlenuts without shells, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80231,"Walnuts in shell, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80232,"Walnuts without shells, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80240,"Chestnuts, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80250,"Pistachio, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80290,"Other nuts, fresh or dried, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,0802AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80300,"Bananas, including plantains, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80410,"Dates, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80420,"Figs, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80430,"Pineapples, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80440,"Avocados, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80450,"Guavas, mangoes and mangosteens, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80510,"Oranges, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80520,"Mandarins, clementines, wilkings...etc, fresh o"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80530,"Lemons and limes, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80540,"Grapefruit, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80590,"Citrus fruit, fresh or dried, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80610,Fresh grapes
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80620,Dried grapes
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80710,"Melons and watermelons, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80720,"Papaws (papayas), fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,0807AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80810,"Apples, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80820,"Pears and quinces, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,0808AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80910,"Apricots, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80920,"Cherries, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80930,"Peaches, including nectarines, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,80940,"Plums and sloes, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,0809AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81010,"Strawberries, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81020,"Raspberries, blackberries, mulberries and logan"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81030,"Black, white or red currants and gooseberries,"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81040,"Cranberries, milberries...etc, fresh"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81090,"Other fruit, fresh, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81110,"Strawberries, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81120,"Raspberries, blackberries...etc, frozen"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81190,"Other fruit and nuts, frozen, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81210,"Cherries, provisionally preserved, not for imme"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81220,"Strawberries, provisionally preserved, not for"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81290,"Fruit and nuts, provisionally preserved, not fo"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81310,Dried apricots
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81320,Dried prunes
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81330,Dried apples
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81340,"Other dried fruit, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81350,"Mixtures of dried fruit and nuts, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,81400,"Peel of citrus fruit or melons, fresh, frozen,"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,90111,"Coffee, not roasted or decaffeinated"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100110,Durum wheat
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100190,"Spelt, common wheat and meslin"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100200,Rye
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100300,Barley
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100400,Oats
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100510,Maize seed
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100590,Maize (excl. seed)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,1005AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100610,Rice in the husk (paddy or rough)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100620,Husked (brown) rice
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100700,Grain sorghum
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100810,Buckwheat
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100820,Millet
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100830,Canary seed
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,100890,"Other cereal, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120100,Soya beans
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120210,"Ground-nuts in shell, not roasted or otherwise"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120220,"Shelled ground-nuts, not roasted or otherwise c"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120300,Copra
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120400,Linseed
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120500,Rape or colza seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120600,Sunflower seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120710,Palm nuts and kernels
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120720,Cotton seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120730,Castor oil seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120740,Sesamum seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120750,Mustard seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120760,Safflower seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120791,Poppy seeds
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120792,Shea nuts (karite nuts)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120799,"Other oil seeds and oleaginous fruits, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120911,"Sugar beet seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120919,"Beet seed, of a kind used for sowing, (excl. su"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120921,"Lucerne (alfalfa) seed, of a kind used for sowi"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120922,"Clover seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120923,"Fescue seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120924,"Kentucky blue grass seed, of a kind used for so"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120925,"Rye grass seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120926,"Timothy grass seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120929,"Other seeds of forage plants, of a kind used fo"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120930,"Seeds of herbaceous plants, of a kind used for"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120991,"Vegetable seed, of a kind used for sowing"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,120999,"Other seeds, fruit and spores, of a kind used f"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121010,"Hop cones (excl. ground, powdered or pellets),"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121020,"Hop cones, ground, powdered or in pellets; lupu"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121110,"Liquorice roots, of a kind used in perfumery, p"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121120,"Ginseng roots, of a kind used in perfumery, pha"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121190,"Other plants or parts, of a kind used in perfum"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121210,"Locust beans (incl. locust bean seeds), fresh o"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121220,Seaweeds and other algae used for human consump
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121230,"Apricot, peach or plum stones and kernels used"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121291,"Sugar beet, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121292,"Sugar cane, fresh or dried"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121299,Vegetable products used primarily for human con
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121300,Cereal straw and husks
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121410,Lucerne (alfalfa) meal and pellets
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,121490,"Other forage products, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130110,Lac
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130120,Natural Gum Arabic
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130190,"Natural gums, resins, gum-resins and balsams (e"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130211,Opium
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130212,Liquorice sap and extract
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130213,Hop extract
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130214,Sap and extract of pryrethrum and roots of plan
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130219,"Other vegetable saps and extracts, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130220,"Pectic substances, pectinates and pectates"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130231,Agar-agar
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130232,"Mucilages and thickeners of locust beans, bean"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,130239,"Mucilages and thickeners, derived from vegetabl"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140110,Bamboos
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140120,Rattans
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140190,"Vegetable materials for plaiting, (excl. bamboo"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140210,Kapok
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140291,Vegetable hair
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140299,"Vegetable materials for stuffing or padding, ne"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140310,Broomcorn
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140390,Vegetable materials primarily for brooms or bru
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140410,Raw vegetable materials primarily for dyeing or
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140420,Cotton linters
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,140490,"Vegetable products, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,152200,Degras; residues of fatty substances or animal
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,180100,"Cocoa beans, whole or broken, raw or roasted"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230210,"Brans, sharps and other residues of maize"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230220,"Brans, sharps and other residues of rice"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230230,"Brans, sharps and other residues of wheat"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230240,"Brans, sharps and other residues of other cerea"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230250,"Brans, sharps and other residues of leguminous"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230310,Residues from manufacture of starch and similar
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230320,"Beet pulp, bagasse and other waste of sugar man"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230330,Brewing or distilling dregs and waste
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230810,"Acorns and horse-chestnuts, for animal feeding"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,230890,"Other vegetable materials, waste, residues, etc"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,240110,"Tobacco, not stemmed/stripped"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,240120,"Tobacco, partly or wholly stemmed/stripped"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,240130,Tobacco refuse
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250200,Unroasted iron pyrites
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250310,Crude or unrefined sulphur
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250390,"Other sulphur (excl. crude, sublimed, precipita"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250410,Natural graphite in powder or in flakes
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250490,Other natural graphite (excl. in powder or in f
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250510,Silica sands and quartz sands
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250590,"Natural sands, (excl. metal-bearing sands of Ch"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250610,Quartz
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250621,Crude or roughly trimmed quartzite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250629,Quartzite cut into rectangular blocks or slabs
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250700,"Kaolin and other kaolinic clays, whether or not"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250810,Bentonite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250820,Decolourizing earths and fuller's earth
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250830,Fire-clay
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250840,"Other clays, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250850,"Andalusite, kyanite and sillimanite"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250860,Mullite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250870,Chamotte or dinas earths
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,250900,Chalk
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251010,"Unground natural calcium phosphates, aluminium"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251020,"Ground natural calcium phosphates, aluminium ca"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251110,Natural barium sulphate (barytes)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251120,Natural barium carbonate (whitherite)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251200,"Siliceous fossil meals (kieselguhr, tripolite,"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251311,"Pumice stone, crude or in irregular pieces, (in"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251319,"Other pumice stone, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251321,"Emery... and other natural abrasives, crude or"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251329,"Emery... and other natural abrasives, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,2513AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251400,"Slate, crude, roughly trimmed or merely cut"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251511,Marble and travertine crude or roughly trimmed
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251512,Marble and travertine merely cut into a square
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251520,Ecaussine and other calcarcous building stone;
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251611,"Granite, crude or roughly trimmed"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251612,"Granite, merely cut into a square or rectangula"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251621,"Sandstone, crude or roughly trimmed"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251622,"Sandstone, merely cut into a square or rectangu"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251690,"Porphyry, sylnite, etc, merely cut into a squar"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251710,"Pebbles, gravel, shingle and flint"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251720,"Macadam of slag, dross or similar industrial wa"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251730,Tarred macadam
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251741,"Marble granules, chippings and powder"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251749,"Granules, chippings and powder of stones (excl."
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251810,Dolomite not calcined
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251820,Calcined dolomite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251830,Agglomerated dolomite (incl. tarred dolomite)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251910,Natural magnesium carbonate (magnesite)
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,251990,Magnesia and other magnesium oxide
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252010,Gypsum; anhydrite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252100,Limestone flux; limestone and other calcareous
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252400,Asbestos
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252510,Crude mica and mica rifted into sheets or split
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252520,Mica powder
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252530,Mica waste
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252610,"Natural steatite, talc, not crushed or powdered"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252620,"Natural steatite, talc, crushed or powdered"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252700,Natural cryolite; natural chiolite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252810,Natural sodium borates and concentrates thereof
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252890,Natural borates (excl. sodium) and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252910,Felspar
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252921,Fluorspar containing by weight <=97% of calcium
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252922,Fluorspar containing by weight >97% of calcium
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,252930,Leucite nepheline and nepheline syenite
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,253010,"Vermiculite, perlite and chlorites (unexpanded)"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,253020,"Kieserite, epsomite (natural magnesium sulphate"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,253030,Earth colours
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,253040,Natural micaceous iron oxides
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,253090,"Other mineral substances, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260111,Non-agglomerated iron ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260112,Agglomerated iron ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260120,Roasted iron pyrites
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,2601AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260200,"Manganese ores and concentrates, with a mangane"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260300,Copper ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260400,Nickel ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260500,Cobalt ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260600,Aluminium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260700,Lead ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260800,Zinc ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,260900,Tin ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261000,Chromium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261100,Tungsten ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261210,Uranium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261220,Thorium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261310,Roasted molybdenum ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261390,Molybdenum ores and concentrates (excl. roasted
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261400,Titanium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261510,Zirconium ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261590,"Niobium, tantalum and vanadium ores and concent"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261610,Silver ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261690,Precious metal ores and concentrates (excl. sil
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261710,Antimony ores and concentrates
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261790,"Other ores and concentrates, nes"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261800,Granulated slag (slag sand) from the manufactur
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,261900,"Slag, dross, etc, from the manufacture of iron"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262011,Hard zinc spelter
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262019,Ash and residues containing mainly zinc (excl.
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262020,Ash and residues containing mainly lead
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262030,Ash and residues containing mainly copper
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262040,Ash and residues containing mainly aluminium
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262050,Ash and residues containing mainly vanadium
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262090,Ash and residues containing other metals or met
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,262100,"Other slag and ash, including seaweed ash (kelp"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,270111,"Anthracite, not agglomerated"
H0,HS 1988/92,UNCTAD-SoP1, Raw materials,270112,"Bituminous coal, not agglomerated"
